collection.site,maternal.id,seed.1,seed.2,seed.3,seed.4,seed.5,seed.6,seed.7,seed.8,seed.9,seed.10,seed.11,seed.12,seed.13,seed.14,seed.15,seed.16,seed.17,seed.18,seed.19,seed.20
Bari2,146,0.18268,0.17193,0.21606,0.1467,0.14025,0.13481,0.14477,0.14907,0.15167,0.15586,0.16876,0.14443,0.15462,0.14568,0.15982,0.18245,0.16967,0.18042,0.12583,0.07609
Bari2,147,0.16108,0.15321,0.14919,0.18517,0.20978,0.1356,0.15774,0.15717,0.15666,0.16659,0.16762,0.14981,0.14528,0.17158,0.15748,0.14981,0.167,0.15588,0.12824,0.16855
Bari2,148,0.19758,0.18194,0.16734,0.21127,0.17136,0.18444,0.15396,0.17677,0.15852,0.18048,0.18857,0.16138,0.16819,0.17069,0.18212,0.15463,0.15383,0.1918,0.15749,0.17488
Bari2,149,0.19331,0.20355,0.20216,0.19361,0.18708,0.19795,0.2008,0.19404,0.19995,0.18665,0.19408,0.20304,0.20631,0.23957,0.18659,0.20391,0.19808,0.19972,0.19018,0.19712
Bari2,150,0.14356,0.15898,0.12077,0.14935,0.1411,0.17178,0.16165,0.15232,0.17591,0.15492,0.15254,0.13713,0.15832,0.13575,0.17685,0.14132,0.15217,0.15181,0.1215,0.14798
Bari2,151,0.14282,0.13123,0.13737,0.1461,0.15296,0.14246,0.13659,0.14345,0.17941,0.14532,0.14397,0.13414,0.19542,0.15462,0.15608,0.15244,0.13934,0.14823,0.13794,0.14277
Bari2,152,0.15499,0.14949,0.15713,0.16294,0.15366,0.15464,0.16112,0.16371,0.23066,0.15799,0.1554,0.15471,0.16326,0.14721,0.1503,0.16848,0.1511,0.1641,0.16046,0.16179
Bari2,154,0.1615,0.13918,0.21709,0.17497,0.1808,0.20915,0.20844,0.18281,0.19749,0.18975,0.24051,0.17035,0.13707,0.20573,0.20764,0.21367,0.23378,0.22423,0.18583,0.20442
Bari2,155,0.14729,0.16859,0.16403,0.16555,0.20127,0.1764,0.15622,0.13254,0.17408,0.13591,0.15382,0.15477,0.16357,0.14432,0.16317,0.15649,0.18361,0.1461,0.13525,0.14425
Bari2,157,0.1817,0.16028,0.16196,0.18116,0.14108,0.17847,0.16854,0.17706,0.16632,0.15397,0.18727,0.17156,0.17962,0.17203,0.1776,0.1772,0.21291,0.17458,0.15907,0.20076
Bari2,158,0.2165,0.18388,0.20009,0.18964,0.19404,0.22119,0.19198,0.19227,0.22333,0.19848,0.20087,0.19205,0.19688,0.1905,0.19124,0.19996,0.21041,0.1849,0.19025,0.19704
Bari2,159,0.19014,0.14516,0.15919,0.14884,0.17589,0.16654,0.16109,0.16699,0.14494,0.14962,0.15697,0.23523,0.13459,0.15802,0.14717,0.17144,0.20751,0.11544,0.13492,0.20061
Bari2,160,0.20607,0.22296,0.1679,0.13842,0.19103,0.11785,0.19246,0.13034,0.15888,0.13361,0.15572,0.15705,0.18018,0.1285,0.16043,0.15203,0.17905,0.155,0.19369,0.15715
Bari2,161,0.16742,0.19191,0.21093,0.16549,0.14035,0.18128,0.20674,0.16226,0.18837,0.24139,0.18176,0.17725,0.1837,0.24139,0.20126,0.25138,0.1737,0.1961,0.18402,0.18208
