"samp","genotypeLabels...3."
"993_Cudi2","Plate_22_Samp_39"
"1760_Karabace","Plate_22_Samp_4"
"1419_Egil","Plate_22_Samp_40"
"3108_Sirnak","Plate_22_Samp_41"
"971_Cudi2","Plate_22_Samp_42"
"1196_Derici","Plate_22_Samp_43"
"1289_Destek","Plate_22_Samp_44"
"1334_Destek","Plate_22_Samp_45"
"2317_Ortan","Plate_22_Samp_46"
"830_Cudi1","Plate_22_Samp_47"
"3032_Sirnak","Plate_22_Samp_48"
"1710_Karab","Plate_22_Samp_49"
"1549_Gunas","Plate_22_Samp_5"
"1293_Destek","Plate_22_Samp_50"
"1819_Karabace","Plate_22_Samp_51"
"2525_S2Drd","Plate_22_Samp_52"
"3282_Sirnak","Plate_22_Samp_53"
"722_Cudi1","Plate_22_Samp_54"
"2624_S2Drd","Plate_22_Samp_55"
"1504_Gunas","Plate_22_Samp_56"
"2953_Sirnak","Plate_22_Samp_57"
"975_Cudi2","Plate_22_Samp_58"
"300_Bari3","Plate_22_Samp_59"
"2593_S2Drd","Plate_22_Samp_6"
"331_Bari3","Plate_22_Samp_60"
"1261_Destek","Plate_22_Samp_61"
"2197_Kesentas","Plate_22_Samp_62"
"1489_Egil","Plate_22_Samp_63"
"1616_Kalkan","Plate_22_Samp_64"
"360_Bari3","Plate_22_Samp_65"
"699_Cudi1","Plate_22_Samp_66"
"28_Bari1","Plate_22_Samp_67"
"3122_Sirnak","Plate_22_Samp_68"
"1404_Egil","Plate_22_Samp_69"
"3026_Sirnak","Plate_22_Samp_7"
"2024_Karabace","Plate_22_Samp_70"
"995_Cudi2","Plate_22_Samp_71"
"962_Cudi2","Plate_22_Samp_72"
"311_Bari3","Plate_22_Samp_73"
"2563_S2Drd","Plate_22_Samp_74"
"200_Bari3","Plate_22_Samp_75"
"134_Bari2","Plate_22_Samp_76"
"2475_Oyali","Plate_22_Samp_77"
"1957_Karabace","Plate_22_Samp_78"
"1525_Gunas","Plate_22_Samp_79"
"999_Cudi2","Plate_22_Samp_8"
"2595_S2Drd","Plate_22_Samp_80"
"2757_Sarikaya","Plate_22_Samp_81"
"2903_Sirna","Plate_22_Samp_82"
"269_Bari3","Plate_22_Samp_83"
"3232_Sirnak","Plate_22_Samp_84"
"1917_Karabace","Plate_22_Samp_85"
"3145_Sirnak","Plate_22_Samp_86"
"1960_Karabace","Plate_22_Samp_87"
"1707_Karab","Plate_22_Samp_88"
"33_Bari1","Plate_22_Samp_89"
"814_Cudi1","Plate_22_Samp_9"
"614_Cudi1","Plate_22_Samp_90"
"1981_Karabace","Plate_22_Samp_91"
"1571_Kalkan","Plate_22_Samp_92"
"2004_Karabace","Plate_22_Samp_93"
"117_Bari2","Plate_22_Samp_94"
"2029_Karabace","Plate_22_Samp_95"
"530_Cermik","Plate_23_Samp_1"
"580_Cermik","Plate_23_Samp_10"
"625_Cudi1","Plate_23_Samp_11"
"1348_Destek","Plate_23_Samp_12"
"2686_S2Drd","Plate_23_Samp_13"
"2984_Sirnak","Plate_23_Samp_14"
"2816_Savur-Pina","Plate_23_Samp_15"
"171_Bari3","Plate_23_Samp_16"
"3147_Sirnak","Plate_23_Samp_17"
"597_Cermik","Plate_23_Samp_18"
"742_Cudi1","Plate_23_Samp_19"
"2237_Kesentas","Plate_23_Samp_2"
"213_Bari3","Plate_23_Samp_20"
"1699_Karab","Plate_23_Samp_21"
"1557_Gunas","Plate_23_Samp_22"
"1774_Karabace","Plate_23_Samp_23"
"1840_Karabace","Plate_23_Samp_24"
"1660_Kalkan","Plate_23_Samp_25"
"290_Bari3","Plate_23_Samp_26"
"303_Bari3","Plate_23_Samp_27"
"2109_Kayatepe","Plate_23_Samp_28"
"2889_Sirna","Plate_23_Samp_29"
"2603_S2Drd","Plate_23_Samp_3"
"2554_S2Drd","Plate_23_Samp_30"
"998_Cudi2","Plate_23_Samp_31"
"728_Cudi1","Plate_23_Samp_32"
"1534_Gunas","Plate_23_Samp_33"
"2648_S2Drd","Plate_23_Samp_34"
"2610_S2Drd","Plate_23_Samp_35"
"1027_Cudi2","Plate_23_Samp_36"
"1932_Karabace","Plate_23_Samp_37"
"2263_Kesentas","Plate_23_Samp_38"
"2166_Kesantas","Plate_23_Samp_39"
"2626_S2Drd","Plate_23_Samp_4"
"651_Cudi1","Plate_23_Samp_40"
"2717_Sarika","Plate_23_Samp_41"
"2081_Kayatape","Plate_23_Samp_42"
"757_Cudi1","Plate_23_Samp_43"
"1987_Karabace","Plate_23_Samp_44"
"1721_Karab","Plate_23_Samp_45"
"2021_Karabace","Plate_23_Samp_46"
"1814_Karabace","Plate_23_Samp_47"
"1340_Destek","Plate_23_Samp_48"
"832_Cudi1","Plate_23_Samp_49"
"3224_Sirnak","Plate_23_Samp_5"
"2558_S2Drd","Plate_23_Samp_50"
"1807_Karabace","Plate_23_Samp_51"
"2254_Kesentas","Plate_23_Samp_52"
"3117_Sirnak","Plate_23_Samp_53"
"1779_Karabace","Plate_23_Samp_54"
"2691_S2Drd","Plate_23_Samp_55"
"2707_Sarika","Plate_23_Samp_56"
"2536_S2Drd","Plate_23_Samp_57"
"1448_Egil","Plate_23_Samp_58"
"3010_Sirnak","Plate_23_Samp_59"
"2539_S2Drd","Plate_23_Samp_6"
"686_Cudi1","Plate_23_Samp_60"
"1998_Karabace","Plate_23_Samp_61"
"3229_Sirnak","Plate_23_Samp_62"
"485_Besev","Plate_23_Samp_63"
"370_Bari3","Plate_23_Samp_64"
"1985_Karabace","Plate_23_Samp_65"
"27_Bari1","Plate_23_Samp_66"
"2235_Kesentas","Plate_23_Samp_67"
"2596_S2Drd","Plate_23_Samp_68"
"418_Bari3","Plate_23_Samp_69"
"60_Bari1","Plate_23_Samp_7"
"2139_Kesantas","Plate_23_Samp_70"
"1380_Destek","Plate_23_Samp_71"
"964_Cudi2","Plate_23_Samp_72"
"863_Cudi2","Plate_23_Samp_73"
"1017_Cudi2","Plate_23_Samp_74"
"600_Cudi1","Plate_23_Samp_75"
"1560_Gunas","Plate_23_Samp_76"
"3195_Sirnak","Plate_23_Samp_77"
"1766_Karabace","Plate_23_Samp_78"
"204_Bari3","Plate_23_Samp_79"
"3029_Sirnak","Plate_23_Samp_8"
"2821_Savur-Pina","Plate_23_Samp_80"
"1770_Karabace","Plate_23_Samp_81"
"560_Cermik","Plate_23_Samp_82"
"2146_Kesantas","Plate_23_Samp_83"
"1312_Destek","Plate_23_Samp_84"
"2386_Oyali","Plate_23_Samp_85"
"2715_Sarika","Plate_23_Samp_86"
"2590_S2Drd","Plate_23_Samp_87"
"1306_Destek","Plate_23_Samp_88"
"2303_Ortan","Plate_23_Samp_89"
"2092_Kayatape","Plate_23_Samp_9"
"172_Bari3","Plate_23_Samp_90"
"2728_Sarikaya","Plate_23_Samp_91"
"735_Cudi1","Plate_23_Samp_92"
"140_Bari2","Plate_23_Samp_93"
"2027_Karabace","Plate_23_Samp_94"
"2314_Ortan","Plate_23_Samp_95"
"1248_Destek","Plate_24_Samp_1"
"2357_Oyali","Plate_24_Samp_10"
"1048_Cudi2","Plate_24_Samp_11"
"2573_S2Drd","Plate_24_Samp_12"
"1018_Cudi2","Plate_24_Samp_13"
"910_Cudi2","Plate_24_Samp_14"
"2920_Sirna","Plate_24_Samp_15"
"31_Bari1","Plate_24_Samp_16"
"439_Besev","Plate_24_Samp_17"
"161_Bari2","Plate_24_Samp_18"
"924_Cudi2","Plate_24_Samp_19"
"1991_Karabace","Plate_24_Samp_2"
"141_Bari2","Plate_24_Samp_20"
"2208_Kesentas","Plate_24_Samp_21"
"2689_S2Drd","Plate_24_Samp_22"
"157_Bari2","Plate_24_Samp_23"
"1238_Destek","Plate_24_Samp_24"
"1609_Kalkan","Plate_24_Samp_25"
"1739_Karabace","Plate_24_Samp_26"
"3113_Sirnak","Plate_24_Samp_27"
"1291_Destek","Plate_24_Samp_28"
"3128_Sirnak","Plate_24_Samp_29"
"459_Besev","Plate_24_Samp_3"
"1966_Karabace","Plate_24_Samp_30"
"1605_Kalkan","Plate_24_Samp_31"
"2904_Sirna","Plate_24_Samp_32"
"2985_Sirnak","Plate_24_Samp_33"
"3260_Sirnak","Plate_24_Samp_34"
"1953_Karabace","Plate_24_Samp_35"
"150_Bari2","Plate_24_Samp_36"
"2311_Ortan","Plate_24_Samp_37"
"1189_Derici","Plate_24_Samp_38"
"2042_Kayatape","Plate_24_Samp_39"
"70_Bari1","Plate_24_Samp_4"
"3274_Sirnak","Plate_24_Samp_40"
"2795_Sarikaya","Plate_24_Samp_41"
"1918_Karabace","Plate_24_Samp_42"
"1130_Derici","Plate_24_Samp_43"
"1220_Derici","Plate_24_Samp_44"
"592_Cermik","Plate_24_Samp_45"
"2484_Oyali","Plate_24_Samp_46"
"2916_Sirna","Plate_24_Samp_47"
"616_Cudi1","Plate_24_Samp_48"
"3075_Sirnak","Plate_24_Samp_49"
"1191_Derici","Plate_24_Samp_5"
"282_Bari3","Plate_24_Samp_50"
"1011_Cudi2","Plate_24_Samp_51"
"1382_Destek","Plate_24_Samp_52"
"1575_Kalkan","Plate_24_Samp_53"
"1443_Egil","Plate_24_Samp_54"
"1474_Egil","Plate_24_Samp_55"
"324_Bari3","Plate_24_Samp_56"
"478_Besev","Plate_24_Samp_57"
"2587_S2Drd","Plate_24_Samp_58"
"3121_Sirnak","Plate_24_Samp_59"
"1187_Derici","Plate_24_Samp_6"
"3196_Sirnak","Plate_24_Samp_60"
"1453_Egil","Plate_24_Samp_61"
"251_Bari3","Plate_24_Samp_62"
"380_Bari3","Plate_24_Samp_63"
"3182_Sirnak","Plate_24_Samp_64"
"2856_Sirna","Plate_24_Samp_65"
"2867_Sirna","Plate_24_Samp_66"
"2012_Karabace","Plate_24_Samp_67"
"277_Bari3","Plate_24_Samp_68"
"2118_Kayatepe","Plate_24_Samp_69"
"1283_Destek","Plate_24_Samp_7"
"1009_Cudi2","Plate_24_Samp_70"
"583_Cermik","Plate_24_Samp_71"
"2905_Sirna","Plate_24_Samp_72"
"2528_S2Drd","Plate_24_Samp_73"
"471_Besev","Plate_24_Samp_74"
"2564_S2Drd","Plate_24_Samp_75"
"3056_Sirnak","Plate_24_Samp_76"
"1723_Karab","Plate_24_Samp_77"
"2356_Oyali","Plate_24_Samp_78"
"1023_Cudi2","Plate_24_Samp_79"
"1729_Karabace","Plate_24_Samp_8"
"392_Bari3","Plate_24_Samp_80"
"2758_Sarikaya","Plate_24_Samp_81"
"3180_Sirnak","Plate_24_Samp_82"
"3277_Sirnak","Plate_24_Samp_83"
"660_Cudi1","Plate_24_Samp_84"
"909_Cudi2","Plate_24_Samp_85"
"2599_S2Drd","Plate_24_Samp_86"
"2667_S2Drd","Plate_24_Samp_87"
"951_Cudi2","Plate_24_Samp_88"
"643_Cudi1","Plate_24_Samp_89"
"2104_Kayatape","Plate_24_Samp_9"
"1066_Cudi2","Plate_24_Samp_90"
"2993_Sirnak","Plate_24_Samp_91"
"270_Bari3","Plate_24_Samp_92"
"2049_Kayatape","Plate_24_Samp_93"
"475_Besev","Plate_24_Samp_94"
"619_Cudi1","Plate_24_Samp_95"
"1175_Derici","Plate_25_Samp_1"
"1043_Cudi2","Plate_25_Samp_10"
"3234_Sirnak","Plate_25_Samp_11"
"347_Bari3","Plate_25_Samp_12"
"1631_Kalkan","Plate_25_Samp_13"
"2408_Oyali","Plate_25_Samp_14"
"3276_Sirnak","Plate_25_Samp_15"
"464_Besev","Plate_25_Samp_16"
"681_Cudi1","Plate_25_Samp_17"
"2385_Oyali","Plate_25_Samp_18"
"2260_Kesentas","Plate_25_Samp_19"
"852_Cudi2","Plate_25_Samp_2"
"692_Cudi1","Plate_25_Samp_20"
"1273_Destek","Plate_25_Samp_21"
"1375_Destek","Plate_25_Samp_22"
"1748_Karabace","Plate_25_Samp_23"
"645_Cudi1","Plate_25_Samp_24"
"1931_Karabace","Plate_25_Samp_25"
"1706_Karab","Plate_25_Samp_26"
"484_Besev","Plate_25_Samp_27"
"2505_S2Drd","Plate_25_Samp_28"
"3099_Sirnak","Plate_25_Samp_29"
"1022_Cudi2","Plate_25_Samp_3"
"1542_Gunas","Plate_25_Samp_30"
"760_Cudi1","Plate_25_Samp_31"
"1047_Cudi2","Plate_25_Samp_32"
"1871_Karabace","Plate_25_Samp_33"
"2444_Oyali","Plate_25_Samp_34"
"1999_Karabace","Plate_25_Samp_35"
"2076_Kayatape","Plate_25_Samp_36"
"1670_Kalkan","Plate_25_Samp_37"
"2714_Sarika","Plate_25_Samp_38"
"2268_Kesentas","Plate_25_Samp_39"
"1785_Karabace","Plate_25_Samp_4"
"1751_Karabace","Plate_25_Samp_40"
"529_Cermik","Plate_25_Samp_41"
"2184_Kesantas","Plate_25_Samp_42"
"1755_Karabace","Plate_25_Samp_43"
"1172_Derici","Plate_25_Samp_44"
"1903_Karabace","Plate_25_Samp_45"
"1206_Derici","Plate_25_Samp_46"
"2784_Sarikaya","Plate_25_Samp_47"
"1531_Gunas","Plate_25_Samp_48"
"1996_Karabace","Plate_25_Samp_49"
"2179_Kesantas","Plate_25_Samp_5"
"1117_Derici","Plate_25_Samp_50"
"977_Cudi2","Plate_25_Samp_51"
"3151_Sirnak","Plate_25_Samp_52"
"1280_Destek","Plate_25_Samp_53"
"2095_Kayatape","Plate_25_Samp_54"
"2306_Ortan","Plate_25_Samp_55"
"2695_S2Drd","Plate_25_Samp_56"
"1585_Kalkan","Plate_25_Samp_57"
"1598_Kalkan","Plate_25_Samp_58"
"2161_Kesantas","Plate_25_Samp_59"
"2654_S2Drd","Plate_25_Samp_6"
"2698_S2Drd","Plate_25_Samp_60"
"935_Cudi2","Plate_25_Samp_61"
"1827_Karabace","Plate_25_Samp_62"
"2647_S2Drd","Plate_25_Samp_63"
"874_Cudi2","Plate_25_Samp_64"
"2494_S2Drd","Plate_25_Samp_65"
"611_Cudi1","Plate_25_Samp_66"
"1139_Derici","Plate_25_Samp_67"
"3257_Sirnak","Plate_25_Samp_68"
"2548_S2Drd","Plate_25_Samp_69"
"2754_Sarikaya","Plate_25_Samp_7"
"1735_Karabace","Plate_25_Samp_70"
"762_Cudi1","Plate_25_Samp_71"
"3039_Sirnak","Plate_25_Samp_72"
"1065_Cudi2","Plate_25_Samp_73"
"1426_Egil","Plate_25_Samp_74"
"2491_Oyali","Plate_25_Samp_75"
"2588_S2Drd","Plate_25_Samp_76"
"1677_Kalkan","Plate_25_Samp_77"
"1498_Gunas","Plate_25_Samp_78"
"499_Besev","Plate_25_Samp_79"
"2244_Kesentas","Plate_25_Samp_8"
"2414_Oyali","Plate_25_Samp_80"
"2070_Kayatape","Plate_25_Samp_81"
"2631_S2Drd","Plate_25_Samp_82"
"2183_Kesantas","Plate_25_Samp_83"
"49_Bari1","Plate_25_Samp_84"
"2492_Oyali","Plate_25_Samp_85"
"1514_Gunas","Plate_25_Samp_86"
"1323_Destek","Plate_25_Samp_87"
"2360_Oyali","Plate_25_Samp_88"
"1850_Karabace","Plate_25_Samp_89"
"1846_Karabace","Plate_25_Samp_9"
"2390_Oyali","Plate_25_Samp_90"
"342_Bari3","Plate_25_Samp_91"
"807_Cudi1","Plate_25_Samp_92"
"3060_Sirnak","Plate_25_Samp_93"
"193_Bari3","Plate_25_Samp_94"
"502_Besev","Plate_25_Samp_95"
"1150_Derici","Plate_26_Samp_1"
"2910_Sirna","Plate_26_Samp_10"
"791_Cudi1","Plate_26_Samp_11"
"737_Cudi1","Plate_26_Samp_12"
"2379_Oyali","Plate_26_Samp_13"
"1336_Destek","Plate_26_Samp_14"
"2568_S2Drd","Plate_26_Samp_15"
"3164_Sirnak","Plate_26_Samp_16"
"2302_Ortan","Plate_26_Samp_17"
"2606_S2Drd","Plate_26_Samp_18"
"39_Bari1","Plate_26_Samp_19"
"2773_Sarikaya","Plate_26_Samp_2"
"1329_Destek","Plate_26_Samp_20"
"2948_Sirnak","Plate_26_Samp_21"
"309_Bari3","Plate_26_Samp_22"
"1221_Derici","Plate_26_Samp_23"
"246_Bari3","Plate_26_Samp_24"
"2752_Sarikaya","Plate_26_Samp_25"
"1666_Kalkan","Plate_26_Samp_26"
"1269_Destek","Plate_26_Samp_27"
"1926_Karabace","Plate_26_Samp_28"
"2639_S2Drd","Plate_26_Samp_29"
"47_Bari1","Plate_26_Samp_3"
"1702_Karab","Plate_26_Samp_30"
"1407_Egil","Plate_26_Samp_31"
"397_Bari3","Plate_26_Samp_32"
"1717_Karab","Plate_26_Samp_33"
"41_Bari1","Plate_26_Samp_34"
"2015_Karabace","Plate_26_Samp_35"
"2060_Kayatape","Plate_26_Samp_36"
"2122_Kayatepe","Plate_26_Samp_37"
"2176_Kesantas","Plate_26_Samp_38"
"1711_Karab","Plate_26_Samp_39"
"207_Bari3","Plate_26_Samp_4"
"72_Bari1","Plate_26_Samp_40"
"284_Bari3","Plate_26_Samp_41"
"3246_Sirnak","Plate_26_Samp_42"
"1120_Derici","Plate_26_Samp_43"
"1579_Kalkan","Plate_26_Samp_44"
"1111_Derici","Plate_26_Samp_45"
"1007_Cudi2","Plate_26_Samp_46"
"1988_Karabace","Plate_26_Samp_47"
"1692_Karab","Plate_26_Samp_48"
"477_Besev","Plate_26_Samp_49"
"1266_Destek","Plate_26_Samp_5"
"596_Cermik","Plate_26_Samp_50"
"2792_Sarikaya","Plate_26_Samp_51"
"1008_Cudi2","Plate_26_Samp_52"
"931_Cudi2","Plate_26_Samp_53"
"1212_Derici","Plate_26_Samp_54"
"2129_Kayatepe","Plate_26_Samp_55"
"1367_Destek","Plate_26_Samp_56"
"1849_Karabace","Plate_26_Samp_57"
"853_Cudi2","Plate_26_Samp_58"
"229_Bari3","Plate_26_Samp_59"
"740_Cudi1","Plate_26_Samp_6"
"1056_Cudi2","Plate_26_Samp_60"
"1946_Karabace","Plate_26_Samp_61"
"1484_Egil","Plate_26_Samp_62"
"3225_Sirnak","Plate_26_Samp_63"
"1381_Destek","Plate_26_Samp_64"
"1488_Egil","Plate_26_Samp_65"
"556_Cermik","Plate_26_Samp_66"
"2323_Ortan","Plate_26_Samp_67"
"313_Bari3","Plate_26_Samp_68"
"1391_Egil","Plate_26_Samp_69"
"3085_Sirnak","Plate_26_Samp_7"
"38_Bari1","Plate_26_Samp_70"
"1867_Karabace","Plate_26_Samp_71"
"704_Cudi1","Plate_26_Samp_72"
"3258_Sirnak","Plate_26_Samp_73"
"1331_Destek","Plate_26_Samp_74"
"1341_Destek","Plate_26_Samp_75"
"1959_Karabace","Plate_26_Samp_76"
"3243_Sirnak","Plate_26_Samp_77"
"2275_Kesentas","Plate_26_Samp_78"
"2581_S2Drd","Plate_26_Samp_79"
"1173_Derici","Plate_26_Samp_8"
"3198_Sirnak","Plate_26_Samp_80"
"1796_Karabace","Plate_26_Samp_81"
"1265_Destek","Plate_26_Samp_82"
"2138_Kesantas","Plate_26_Samp_83"
"393_Bari3","Plate_26_Samp_84"
"667_Cudi1","Plate_26_Samp_85"
"1963_Karabace","Plate_26_Samp_86"
"2939_Sirnak","Plate_26_Samp_87"
"3204_Sirnak","Plate_26_Samp_88"
"1127_Derici","Plate_26_Samp_89"
"805_Cudi1","Plate_26_Samp_9"
"2329_Oyali","Plate_26_Samp_90"
"2394_Oyali","Plate_26_Samp_91"
"2700_S2Drd","Plate_26_Samp_92"
"2305_Ortan","Plate_26_Samp_93"
"1851_Karabace","Plate_26_Samp_94"
"903_Cudi2","Plate_26_Samp_95"
"2956_Sirnak","Plate_27_Samp_1"
"1487_Egil","Plate_27_Samp_10"
"2969_Sirnak","Plate_27_Samp_11"
"689_Cudi1","Plate_27_Samp_12"
"1544_Gunas","Plate_27_Samp_13"
"797_Cudi1","Plate_27_Samp_14"
"2769_Sarikaya","Plate_27_Samp_15"
"373_Bari3","Plate_27_Samp_16"
"195_Bari3","Plate_27_Samp_17"
"278_Bari3","Plate_27_Samp_18"
"2326_Ortan","Plate_27_Samp_19"
"2672_S2Drd","Plate_27_Samp_2"
"68_Bari1","Plate_27_Samp_20"
"310_Bari3","Plate_27_Samp_21"
"2150_Kesantas","Plate_27_Samp_22"
"3088_Sirnak","Plate_27_Samp_23"
"429_Bari3","Plate_27_Samp_24"
"925_Cudi2","Plate_27_Samp_25"
"1313_Destek","Plate_27_Samp_26"
"1019_Cudi2","Plate_27_Samp_27"
"2533_S2Drd","Plate_27_Samp_28"
"1870_Karabace","Plate_27_Samp_29"
"1719_Karab","Plate_27_Samp_3"
"2509_S2Drd","Plate_27_Samp_30"
"3202_Sirnak","Plate_27_Samp_31"
"1211_Derici","Plate_27_Samp_32"
"1010_Cudi2","Plate_27_Samp_33"
"3055_Sirnak","Plate_27_Samp_34"
"1467_Egil","Plate_27_Samp_35"
"1602_Kalkan","Plate_27_Samp_36"
"1245_Destek","Plate_27_Samp_37"
"1410_Egil","Plate_27_Samp_38"
"2056_Kayatape","Plate_27_Samp_39"
"1741_Karabace","Plate_27_Samp_4"
"2459_Oyali","Plate_27_Samp_40"
"1190_Derici","Plate_27_Samp_41"
"1400_Egil","Plate_27_Samp_42"
"1148_Derici","Plate_27_Samp_43"
"2053_Kayatape","Plate_27_Samp_44"
"1914_Karabace","Plate_27_Samp_45"
"87_Bari2","Plate_27_Samp_46"
"504_Besev","Plate_27_Samp_47"
"2310_Ortan","Plate_27_Samp_48"
"3114_Sirnak","Plate_27_Samp_49"
"1140_Derici","Plate_27_Samp_5"
"2793_Sarikaya","Plate_27_Samp_50"
"1174_Derici","Plate_27_Samp_51"
"672_Cudi1","Plate_27_Samp_52"
"1916_Karabace","Plate_27_Samp_53"
"1387_Destek","Plate_27_Samp_54"
"906_Cudi2","Plate_27_Samp_55"
"748_Cudi1","Plate_27_Samp_56"
"914_Cudi2","Plate_27_Samp_57"
"1893_Karabace","Plate_27_Samp_58"
"2542_S2Drd","Plate_27_Samp_59"
"2820_Savur-Pina","Plate_27_Samp_6"
"2298_Ortan","Plate_27_Samp_60"
"177_Bari3","Plate_27_Samp_61"
"1727_Karab","Plate_27_Samp_62"
"3206_Sirnak","Plate_27_Samp_63"
"765_Cudi1","Plate_27_Samp_64"
"2353_Oyali","Plate_27_Samp_65"
"2344_Oyali","Plate_27_Samp_66"
"99_Bari2","Plate_27_Samp_67"
"1624_Kalkan","Plate_27_Samp_68"
"2052_Kayatape","Plate_27_Samp_69"
"306_Bari3","Plate_27_Samp_7"
"428_Bari3","Plate_27_Samp_70"
"1482_Egil","Plate_27_Samp_71"
"3181_Sirnak","Plate_27_Samp_72"
"532_Cermik","Plate_27_Samp_73"
"92_Bari2","Plate_27_Samp_74"
"1868_Karabace","Plate_27_Samp_75"
"2084_Kayatape","Plate_27_Samp_76"
"3016_Sirnak","Plate_27_Samp_77"
"990_Cudi2","Plate_27_Samp_78"
"2123_Kayatepe","Plate_27_Samp_79"
"1890_Karabace","Plate_27_Samp_8"
"2978_Sirnak","Plate_27_Samp_80"
"2663_S2Drd","Plate_27_Samp_81"
"2730_Sarikaya","Plate_27_Samp_82"
"2645_S2Drd","Plate_27_Samp_83"
"242_Bari3","Plate_27_Samp_84"
"1535_Gunas","Plate_27_Samp_85"
"36_Bari1","Plate_27_Samp_86"
"2428_Oyali","Plate_27_Samp_87"
"1983_Karabace","Plate_27_Samp_88"
"650_Cudi1","Plate_27_Samp_89"
"1060_Cudi2","Plate_27_Samp_9"
"585_Cermik","Plate_27_Samp_90"
"1879_Karabace","Plate_27_Samp_91"
"2696_S2Drd","Plate_27_Samp_92"
"1286_Destek","Plate_27_Samp_93"
"3142_Sirnak","Plate_27_Samp_94"
"44_Bari1","Plate_27_Samp_95"
"937_Cudi2","Plate_28_Samp_1"
"1398_Egil","Plate_28_Samp_10"
"2559_S2Drd","Plate_28_Samp_11"
"1370_Destek","Plate_28_Samp_12"
"743_Cudi1","Plate_28_Samp_13"
"716_Cudi1","Plate_28_Samp_14"
"1638_Kalkan","Plate_28_Samp_15"
"3193_Sirnak","Plate_28_Samp_16"
"2942_Sirnak","Plate_28_Samp_17"
"2872_Sirna","Plate_28_Samp_18"
"3203_Sirnak","Plate_28_Samp_19"
"2973_Sirnak","Plate_28_Samp_2"
"916_Cudi2","Plate_28_Samp_20"
"407_Bari3","Plate_28_Samp_21"
"1603_Kalkan","Plate_28_Samp_22"
"121_Bari2","Plate_28_Samp_23"
"2949_Sirnak","Plate_28_Samp_24"
"1508_Gunas","Plate_28_Samp_25"
"960_Cudi2","Plate_28_Samp_26"
"2746_Sarikaya","Plate_28_Samp_27"
"2271_Kesentas","Plate_28_Samp_28"
"2664_S2Drd","Plate_28_Samp_29"
"102_Bari2","Plate_28_Samp_3"
"1550_Gunas","Plate_28_Samp_30"
"3110_Sirnak","Plate_28_Samp_31"
"2863_Sirna","Plate_28_Samp_32"
"883_Cudi2","Plate_28_Samp_33"
"2785_Sarikaya","Plate_28_Samp_34"
"447_Besev","Plate_28_Samp_35"
"948_Cudi2","Plate_28_Samp_36"
"1632_Kalkan","Plate_28_Samp_37"
"2711_Sarika","Plate_28_Samp_38"
"1949_Karabace","Plate_28_Samp_39"
"2031_Karabace","Plate_28_Samp_4"
"2447_Oyali","Plate_28_Samp_40"
"864_Cudi2","Plate_28_Samp_41"
"1177_Derici","Plate_28_Samp_42"
"2493_Oyali","Plate_28_Samp_43"
"649_Cudi1","Plate_28_Samp_44"
"2684_S2Drd","Plate_28_Samp_45"
"2520_S2Drd","Plate_28_Samp_46"
"3104_Sirnak","Plate_28_Samp_47"
"1934_Karabace","Plate_28_Samp_48"
"124_Bari2","Plate_28_Samp_49"
"1747_Karabace","Plate_28_Samp_5"
"2277_Kesentas","Plate_28_Samp_50"
"2453_Oyali","Plate_28_Samp_51"
"2671_S2Drd","Plate_28_Samp_52"
"670_Cudi1","Plate_28_Samp_53"
"3092_Sirnak","Plate_28_Samp_54"
"1199_Derici","Plate_28_Samp_55"
"1662_Kalkan","Plate_28_Samp_56"
"1548_Gunas","Plate_28_Samp_57"
"2413_Oyali","Plate_28_Samp_58"
"1493_Gunas","Plate_28_Samp_59"
"184_Bari3","Plate_28_Samp_6"
"1159_Derici","Plate_28_Samp_60"
"185_Bari3","Plate_28_Samp_61"
"2751_Sarikaya","Plate_28_Samp_62"
"421_Bari3","Plate_28_Samp_63"
"1891_Karabace","Plate_28_Samp_64"
"3105_Sirnak","Plate_28_Samp_65"
"912_Cudi2","Plate_28_Samp_66"
"1888_Karabace","Plate_28_Samp_67"
"165_Bari3","Plate_28_Samp_68"
"1738_Karabace","Plate_28_Samp_69"
"2185_Kesantas","Plate_28_Samp_7"
"173_Bari3","Plate_28_Samp_70"
"3129_Sirnak","Plate_28_Samp_71"
"2016_Karabace","Plate_28_Samp_72"
"2341_Oyali","Plate_28_Samp_73"
"773_Cudi1","Plate_28_Samp_74"
"2915_Sirna","Plate_28_Samp_75"
"1158_Derici","Plate_28_Samp_76"
"2469_Oyali","Plate_28_Samp_77"
"1780_Karabace","Plate_28_Samp_78"
"3223_Sirnak","Plate_28_Samp_79"
"3250_Sirnak","Plate_28_Samp_8"
"2535_S2Drd","Plate_28_Samp_80"
"508_Besev","Plate_28_Samp_81"
"2699_S2Drd","Plate_28_Samp_82"
"3209_Sirnak","Plate_28_Samp_83"
"3100_Sirnak","Plate_28_Samp_84"
"2119_Kayatepe","Plate_28_Samp_85"
"678_Cudi1","Plate_28_Samp_86"
"2857_Sirna","Plate_28_Samp_87"
"2088_Kayatape","Plate_28_Samp_88"
"1547_Gunas","Plate_28_Samp_89"
"2815_Savur-Pina","Plate_28_Samp_9"
"2601_S2Drd","Plate_28_Samp_90"
"2676_S2Drd","Plate_28_Samp_91"
"2919_Sirna","Plate_28_Samp_92"
"420_Bari3","Plate_28_Samp_93"
"802_Cudi1","Plate_28_Samp_94"
"1494_Gunas","Plate_28_Samp_95"
